title,desc,date,link
北京大兴区消防支队“3.15”开展消防产品整治行动,...领域，流通渠道不明、市场准入证明不符，以及外流人员采取不正当手段销售假冒伪劣产品的行为；整治在建工程领域，产品外观、标识、材料和性能参数...大火燃烧得更旺，通过这一鲜明对比，教育广大人民群众拒绝使用假冒伪劣消防产品。在开展专项整治的同时，支队充分发挥媒体舆论监督作用，...各界关注、支持并参与到消防产品专项整治行动之中，共同抵制、打击假冒伪劣消防产品，促进消防产品整治取得实效。目前，北京大兴区公安消防支队...,2012-03-15 15:06,http://www.njdaily.cn/2012/0315/104527.shtml
国际协会发布品质评估系统应对伪劣国防电子部件,...电子工程技术委员会（IEC）发布电子元器件品质评估系统，以解决航天、国防和高性能领域所面对的国际假冒伪劣危机。在世界许多地方，仿造已被证明是种可行和有利可图的工业，对应用于电子设备中的微...安全等方面的风险。世界各国军方都承认成千上万的假冒元器件已经渗透进供应链。各国政府经过调查发现假冒伪劣电子元器件引起了公众和士兵的极大安全关注，能对经济造成难以量化的损害。IECQ避免伪劣假冒...,2013-07-31 17:50,http://www.njdaily.cn/2013/0731/528973.shtml
南京：车载600箱“速冻水饺” 开箱一查全是烟花,...明 通讯员 王强 汤来伢） 记者今天从浦口、溧水等区公安部门获悉，近期假冒伪劣烟花爆竹屡现南京，部分商贩为了将烟花爆竹运进南京煞费苦心，有的将烟花...。民警立即查探情况，并在刘某家中现场查获笛音雷、鞭炮等各类假冒伪劣烟花爆竹共近300箱，价值6万余元。刘某还有一处住所，就...爆竹则被收缴。我市敲定43个正规烟花爆竹销售点春节将至，警方查获的假冒伪劣烟花不少。在溧水，公安、安监等部门，前几天在和凤镇一...,2014-01-20 18:44,http://www.njdaily.cn/2014/0120/731542.shtml
出售7000多条假“名烟” 南京一男子非法销售获刑4年,...暴利，一男子以20元一条价格从外地购买7000多条 “中华”、“苏烟”、“玉溪”、“利群”等品牌假冒伪劣名烟。在销售1000多条“名烟”后，被警方抓获。近日，该男子因涉嫌非法经营假冒名烟在建邺法院...屋内，警察在该处查获陈某存放的“苏烟”、“黄鹤楼”、“利群”、“玉溪”、 “中华”、“云烟”、“白沙”等品牌假冒伪劣卷烟共计7000多条。法庭上，陈某对自己的犯罪事实供认不讳，他说都怪自己财迷心窍，法律...,2014-05-05 19:22,http://www.njdaily.cn/2014/0505/828070.shtml
全国建筑防水质量堪忧 专家建议设防水保证保险 ,...证生产，“这就说明，10平方米建筑中至少有3到4平方米的防水材料是假冒伪劣或者低质量产品。”瞿培华说。防水行业从业人员素质也普遍偏...20年前原材料成本是每公斤6元，现在的成本则为每公斤9元，“只有假冒伪劣、偷工减料才会出现这样的情况，那么，建筑的防水情况也就可想而知...动员政府、行业、企业和社会的力量，齐抓共管，综合治理。政府要切断假冒伪劣产品的终端，建立和完善应用领域质量管控制度，严控防水工程质量...,2014-08-19 17:27,http://house.njdaily.cn/2014/0819/921045.shtml
工商总局长回应“淘宝卖假货”：可罚到倾家荡产,...工商总局是否有打击假货计划时，张茅表示，工商总局一直在努力打击假冒伪劣行为，虽然也取得了一些成效，但这个问题还是依然存在。张茅表示...。同时，张茅说，政府有关部门，包括工商部门在日常的监管中，对于假冒伪劣的产品要进行严厉查处，要使得这些企业付出的成本高于销售假冒伪劣...得企业倾家荡产，在这样的情况下，市场秩序才能有根本的好转，这些假冒伪劣的产品才能逐步消失，侵犯知识产权的现象才能减少。谈香港水货客...,2015-03-10 07:35,http://www.njdaily.cn/2015/0310/1070769.shtml
河南警方查获11万余盒假安全套 嫌疑人被公诉,...开门市，并尝试在网络销售。随后，他们从新乡一地下作坊低价购进了大量假冒伪劣的计生用品开始销售。杨氏父子怎么也没想到，小小的网店竟然频频有...5月，安阳县公安局经侦大队接到山东青岛警方反馈线索，称在当地发现有人销售假冒伪劣计生用品。接到线索后，民警随即循线追踪，并联合食药监、工商...联合食药监、工商、相关厂家打假部门，在该售假仓库中，查获涉嫌假冒伪劣“杜蕾斯”、“杰士邦”、“冈本”、“第六感”、“神马牌”等...,2016-05-06 13:16,http://www.njdaily.cn/2016/0506/1383933.shtml
河南警方查获11万余盒假安全套 嫌疑人被公诉,...开门市，并尝试在网络销售。随后，他们从新乡一地下作坊低价购进了大量假冒伪劣的计生用品开始销售。杨氏父子怎么也没想到，小小的网店竟然频频有...5月，安阳县公安局经侦大队接到山东青岛警方反馈线索，称在当地发现有人销售假冒伪劣计生用品。接到线索后，民警随即循线追踪，并联合食药监、工商...联合食药监、工商、相关厂家打假部门，在该售假仓库中，查获涉嫌假冒伪劣“杜蕾斯”、“杰士邦”、“冈本”、“第六感”、“神马牌”等...,2016-05-06 13:34,http://www.njdaily.cn/2016/0506/1383953.shtml
深圳查获涉嫌虚假珠宝鉴定证书及半成品40多万张,...全国的表面风光背后却暗藏危机，除了存在产能过剩、融资难等问题，假冒伪劣现象的普遍存在为珠宝行业创新和转型带来了阻碍。今年5月底至6月初...，检查企业103021家次，各行政执法部门共查办侵犯知识产权和制售假冒伪劣商品案件7323宗，涉案货值约15亿元，行政执法部门向公安机关...地区的事情，而是全国性的事情。深圳市副市长陈彪指出，严厉打击假冒伪劣产品，做好消费维权工作，对加快供给侧改革、培育深圳经济发展新...,2016-07-18 17:34,http://www.njdaily.cn/2016/0718/1440245.shtml
制售假调味品 3年“营业额”超千万元,...、制售伪劣商品犯罪案件460起，抓获嫌疑人831人，查获各类盗版、假冒伪劣商品105.88万件，涉案总金额4.06亿元。假货当道不仔细看...省厅统一调度渭南、西安等地公安机关，在渭南临渭区、西安蓝田县共打掉假冒伪劣调味品生产、储存窝点12个，抓获9名嫌疑人。查获...，捣毁制假窝点187处，打掉犯罪团伙136个。查获各类盗版、假冒伪劣商品105.88万件，涉案总价值4.06亿元。省公安厅提醒广大市民，...,2011-12-13 14:54,http://www.njdaily.cn/2011/1213/55441.shtml
国务院会议研究确定促进外贸稳定增长政策措施,...增长的政策措施。会议讨论通过了《关于做好打击侵犯知识产权和制售假冒伪劣商品工作中行政执法与刑事司法衔接的意见》。为支持发展对外贸易，...的意见》。《意见》规定：(一)行政执法机关在依法查处侵权和假冒伪劣违法行为过程中，发现违法事实涉嫌构成犯罪、依法需要追究刑事责任的...案件。(二)行政执法机关在执法检查和接受举报投诉时，发现侵权和假冒伪劣违法行为明显涉嫌犯罪的，要立即书面通报同级公安机关，并抄送同级...,2012-09-12 18:42,http://www.njdaily.cn/2012/0912/228435.shtml
“知假买假”与“知假造假”的矛盾论,...产品，有时候并不“劣”。相反，真货也可能出现劣质产品。消费者最痛恨的假冒伪劣产品，绝大部分属于生产厂家“知假造假”，这不同于一般的产品设计缺陷，...产品都要给国家纳税，国家监管部门有责任有义务保证消费者不买到假冒伪劣产品。因为国家税收的一部分用来养活监管部门，这就是消费者的一个“盾”...是消费者养活的，也理应是一个消费者的“盾”。这两面“盾”现在被假冒伪劣捅成筛子了，身上大窟窿小眼的，消费者这才有了自己...,2012-11-29 14:41,http://www.njdaily.cn/2012/1129/268574.shtml
校园周边售卖裸女断肢玩具 工商部门查获将销毁,...“三无产品”。在“3·15”到来之际，今日五华区工商局将销毁货值21.7万元的假冒伪劣产品，其中收缴的恐怖、色情玩具共有122个。色情洋画“升级”为...的不合格商品来看，没有发现“魔烟”爽果粉等类别的食品。数字假冒伪劣商品货值21.7万元据了解，去年五华区工商局共查办各类制假售假案件...介绍，去年五华区工商局销毁的物品中，成本价约3元一双的假冒伪劣的运动鞋最多，而今年要销毁的物品中，打印机碳粉、硒...,2014-03-13 14:35,http://www.njdaily.cn/2014/0313/775310.shtml
北京侦破5400多起制假案 今后重点打击伪劣犯罪,...还查扣了包括伪劣食品、药品、汽车配件等各类涉案物品。警方的整治重点主要集中在假冒伪劣产品制造集中地、商品集散地和案件高发地，目前，...销售有毒有害保健食品的犯罪网络。经侦部门称，今后一个时期的打击重点主要集中在制售假冒伪劣名牌产品、高新技术产品等阻碍科技创新的犯罪以及制售...种子、农药、化肥等坑农害农的犯罪。特别是针对制售假冒伪劣食品、药品、妇幼用品等危害群众生命健康的犯罪坚决予以严厉打击。案例回放...,2014-03-14 15:11,http://www.njdaily.cn/2014/0314/776761.shtml
建材打假多部门联动出击 化解产能过剩,...出动执法人员103493人次，检查单位26860家，查办案件5554起，其中100万元以上案件33起，查获假冒伪劣建材产品货值金额42099万元，移送公安机关处理案件33起、移送其他部门案件12起。专项举措八...，提高打击的准确性和集中度。有关省市质监部门对88家生产厂点进行执法检查，现场查获并扣押假冒伪劣防水卷材2745卷，涉案货值金额16.64万元。查实无生产许可证企业(窝点)54家，集中行动前...,2015-01-20 14:23,http://house.njdaily.cn/2015/0120/1035025.shtml
中国制造海外形象遭遇“难言之隐” 需自我救赎,...天下财经》报道，国务院办公厅最新印发《2015年全国打击侵犯知识产权和制售假冒伪劣商品工作要点》，明确了6个方面、24项重点工作。其中，开展...，可能是专项整治的“重点商品”？让张建平在国际场合遭遇尴尬的假冒伪劣商品，肯定位列其中。不过，中国政法大学知识产权中心特约研究员赵占领...。张建平：很多相关的政府部门是分兵把守、各司其职的，对于打击假冒伪劣都有针对性的安排。所以我觉得未来三年当中，会收到比较好的...,2015-04-10 09:48,http://www.njdaily.cn/2015/0410/1095503.shtml
1个大桶几把铁锹几个工人 保健品市场乱象何时终结,"...。刘俊海说,一些保健品生产销售企业铤而走险,原因在于“失信成本低,失信收益高”。记者注意到,关于假冒伪劣保健品,媒体曝光不少,但制售行为依旧,也有不少公众依然上当受骗。为什么?朱毅的答案是,随着...养生保健有捷径的心态,有愿意接受虚假宣传的心理土壤。“另一方面,监管也存在问题和漏洞。假冒伪劣保健品无论是在社会心理还是社会监管方面,都打了‘擦边球’,利用人们心理进行宣传的手段‘炉火纯青’。”朱毅...",2015-10-13 10:19,http://www.njdaily.cn/2015/1013/1233083.shtml
湖北侦破特大产销伪劣医疗产品案 涉案资金近2亿,...年半时间，全链查清了一个特大冒用国外知名厂商商标、生产销售假冒伪劣全自动生化分析仪的犯罪网络，成功抓获以李某某为首的12名犯罪嫌疑人...该县某乡镇卫生院使用的一台G1amour(中文名称魅力)2700型全自动生化分析仪有假冒伪劣产品的嫌疑，线索移交给沙洋县公安局经济犯罪侦查大队。专班民警...平时只和负责销售的经理曲某单线联系，对销售的医疗器械涉嫌假冒伪劣产品却始终闭口不提。12月9日，曲某被警方抓获归案...,2015-11-25 12:58,http://www.njdaily.cn/2015/1125/1265617.shtml
湖北侦破特大产销伪劣医疗产品案 涉案资金近2亿,...年半时间，全链查清了一个特大冒用国外知名厂商商标、生产销售假冒伪劣全自动生化分析仪的犯罪网络，成功抓获以李某某为首的12名犯罪嫌疑人...该县某乡镇卫生院使用的一台G1amour(中文名称魅力)2700型全自动生化分析仪有假冒伪劣产品的嫌疑，线索移交给沙洋县公安局经济犯罪侦查大队。专班民警...平时只和负责销售的经理曲某单线联系，对销售的医疗器械涉嫌假冒伪劣产品却始终闭口不提。12月9日，曲某被警方抓获归案...,2015-11-25 14:23,http://www.njdaily.cn/2015/1125/1265691.shtml
期待重罚 倒逼产品品质提升,...在供给侧方面存在问题，导致中高端需求流失到国外。 国内市场存在不少假冒伪劣的消费品，企业违法违规成本太低无疑是原因之一。按照相关法律规定，...那些无视消费者权益的企业，科以巨额惩罚性赔偿，势将提高违法违规企业生产假冒伪劣和质量不佳消费品的成本，倒逼其提升产品品质，以质量的...，完善知识产权保护措施，对制假售假的企业和商家予以严惩，铲除假冒伪劣产品生存的土壤；也需要相关部门以最高法公布的“审理消费民事公益...,2016-05-13 07:11,http://www.njdaily.cn/2016/0513/1389236.shtml
王健林：如何把海外消费拉回国内？,...目前还做不到放心消费。比方说举一个例子，在广东，无论是假冒伪劣生产，还是包括假冒伪劣消费，都是有这种很普遍的现象，但是就那一河之...很多政策来解决。最后我讲就是一点，还要下决心从重打击，不能给这些假冒伪劣怎么说呢，不能藏身之地，还要用重拳，非常简单的问题不用说美国...用重点，现在不干说乱世，但是治乱就要用重点，只有从重从快的打击这些假冒伪劣，才有可能建立我们中国人对自己品牌的信心，真正实现，当然我们也没...,2016-08-30 20:55,http://house.njdaily.cn/2016/0830/1472408.shtml
消法实施条例征求意见结束 职业打假拐点或将到来？,...从事职业打假近20年)谈条例的内容“职业打假人带来的负面东西是标，假冒伪劣是本”北青报：您觉得这次《实施条例》中为什么会出现针对职业...抽检检测，也构筑了一道坚实屏障，导致厂家也不敢在北京市场上销售假冒伪劣商品。类似之前很多的在水产中非法添加孔雀石绿的问题，行政机关处罚...这几乎是很难实现的。职业打假人给社会带来的负面成本远远小于假冒伪劣给社会带来的危害，全社会应该对此有共识。从行政机关来说，也...,2016-10-17 07:35,http://www.njdaily.cn/2016/1017/1503753.shtml
新消法征求意见结束：拟规定“职业打假”不再受保护,...的抽检检测，也构筑了一道坚实屏障，导致厂家也不敢在北京市场上销售假冒伪劣商品。类似之前很多的在水产中非法添加孔雀石绿的问题，行政机关处罚...打假人的存在。尤其是在我国的市场经济条件下，短期内不能完全杜绝假冒伪劣和违法侵权现象，这是职业打假人生存的土壤。从另一方面来说，这个...但这几乎是很难实现的。职业打假人给社会带来的负面成本远远小于假冒伪劣给社会带来的危害，全社会应该对此有共识。从行政机关来说，也...,2016-10-17 11:06,http://www.njdaily.cn/2016/1017/1504038.shtml
网购打假是门技术活 需要技术来支撑,...，就更别提还要把门拆下来运过去那么麻烦了。相信不少人在买到假冒伪劣货品需要维权时，都碰到过这样的问题。什么部门能够接受检验检测？...上海揭牌。这对于打假维权来说，具有重要意义。对于普通公众来说，买到假冒伪劣产品需要维权时，检测是绕不过去的一个技术环节。确定一个统一、...权威的检验机构，让这一环节能够更便利地实现，将有效强化对假冒伪劣涉案物品的权威认定，为行政执法与司法有效衔接提供有力支撑。假货屡禁不绝的...,2016-11-15 14:06,http://www.njdaily.cn/2016/1115/1523866.shtml
【治国理政新实践·江苏篇】江苏发布全国首个省域范围市场竞争环境指数,...人，均高于全省其他设区市。　　淮安、泰州、扬州全省打击假冒伪劣表现棒棒哒一个市场竞争环境好不好，主要看市场中各类市场主体当...、泰州、扬州、苏州、常州位居全省前五位。如2015年平均每个打击假冒伪劣案件案值，淮安为91.412万元/件，高于全省其他设区市；2014～2015年打击假冒伪劣维权系数，泰州得分为10，高于全省其他设区市。在知识产权保护方面，徐州、连云港、宿迁、南京、泰州位居全省前...,2017-05-24 15:59,http://www.njdaily.cn/2017/0524/1619604.shtml
调查发现红酒近半不合格 99%假货产自于国内,...18个品种、3.7万升，不合格率仅为1.7%。而业内人士举报称，国内出现的假冒伪劣红酒99％都产自于国内，并非来自海外。国人把红酒当啤酒...过一个估计，中国目前已有约2万名葡萄酒进口商与经销商。品鉴能力差假冒伪劣盛行持续加剧的市场竞争，也开始导致一些有悖商道的投机行为。...没有标准的情况下，就更难监控。”该负责人坦承，将来跟酒类假冒伪劣产品的战争必定是技术装备、专业能力和法律素养等综合实力的较量。...,2011-11-16 12:26,http://www.njdaily.cn/2011/1116/40276.shtml
官员称唯GDP思想及百姓意识落后导致假货难禁,...。字幕提示：2011年9月21日新闻解说：公安部“亮剑”行动转入决战商务部副部长 姜增伟：假冒伪劣问题发生，追究当地政府负责人责任。解说：中央25个部门为什么一直将工作重点锁定知识产权？商务部...“亮剑”行动……字幕提示：2011年11月6日新闻解说：全国公安机关今天正式启动决战“亮剑”，假冒伪劣商品集中销毁活动。解说：案件数量众多，涉案商品种类纷繁复杂，从食品、药品到名牌手表...,2011-12-16 06:19,http://www.njdaily.cn/2011/1216/56974.shtml
西安一药厂54车假药被封 嫌犯收短信让死不承认,...都摆放着保健品，有的还正在灌装和封口。此外，还有大量没有名字、批号的保健品。据了解，现场查获的假冒伪劣保健品，十多种保健品使用一个批号。同时赶往现场的陕西省卫生监督所消毒科科长曹生宏表示，查获的保健品在...嫌疑人还收到了一条短信，让他们“好好配合，但是死不承认有问题”。目前，嫌疑人对其运输、制售假冒伪劣商品犯罪行为供认不讳，公安机关已将他们依法刑事拘留。昨晚记者获悉，警方正在对红顶药业的法人代表魏某...,2012-04-20 21:55,http://www.njdaily.cn/2012/0420/127344.shtml
国务院八举措促外贸稳增长 加快出口退税,...对外开放，推动边境省区发展对周边国家的经贸合作。■ 打假政策侵权案纳入政府信息公开范围为加大对侵权和假冒伪劣行为打击力度，国务院常务会议还讨论通过了《关于做好打击侵犯知识产权和制售假冒伪劣商品工作中行政...通报同级公安机关。公安机关接到通报后，应当立即调查。《意见》还要求行政执法机关将侵权和假冒伪劣案件纳入政府信息公开范围，接受社会监督。■ 专家分析八项政策强调退税信保维权今年以来，我国...,2012-09-13 16:36,http://www.njdaily.cn/2012/0913/228778.shtml
质检官员坦言打假难:潜规则花样百出抗拒执法,"...衔接”典型案例。据严冯敏此间介绍,自2010年10月国务院部署开展打击侵犯知识产权和制售假冒伪劣商品违法犯罪活动专项行动以来,质检总局突出食品、农资、建材、汽车配件、大宗出口商品等重点...4.4万起,涉案总价值达241.5亿元。仅2012年3月至8月的严厉打击经济犯罪“破案会战”,就破获假冒伪劣犯罪案件2.8万起,抓获犯罪嫌疑人6.6万名,接近2011年全年打击水平。但面对这些可谓“相当不错”的...",2013-01-23 09:00,http://www.njdaily.cn/2013/0123/309920.shtml
连霍高速烟花货车爆炸大桥垮塌 南京的烟花安全吗？,...从事货运工作满两年以上，才有接受审核的资格。区县在行动：临近春节展开专项检查整顿浦口区销毁假冒伪劣烟花1月24日，浦口区烟花办组织区公安、安监、消防大队等部门对2012年下半年没收的假冒伪劣...爆竹进行集中销毁，此次共销毁假冒伪劣烟花爆竹1500余件。相关部门提醒市民，不要购买和燃放假冒伪劣烟花爆竹，发现假冒伪劣烟花爆竹要积极举报，经区烟花办查处后对举报者给予现金奖励。江宁区开展安全专项检查...,2013-02-03 09:18,http://www.njdaily.cn/2013/0203/318336.shtml
防伪大战已打响 原木门行业面临“大洗牌”,...研发新型产品，赢得了良好市场反映，但也同时带来诸多问题，尤其是假冒伪劣现象充斥着整个行业，各大原木门企业的发展因此受到一定程度上的...品牌的新品一旦走俏市场，就会有不法商贩打着走俏产品的旗号出售假冒伪劣产品，欺瞒消费者。某原木门总经理告诉记者，一方面，一些小作坊式“厂家”、...下竞争激烈，只有在生产中严格把关，保证自身产品的质量，不制造销售假冒伪劣产品，诚信经营，才能在防伪大战中站稳脚跟，不被洗牌出局。...,2013-06-13 08:55,http://house.njdaily.cn/2013/0613/444933.shtml
千万元假劣“红牛”饮料案告破 波及中国十余省,...楠 摄 9月10日，浙江绍兴新昌警方宣布跨中国10余省市的特大假冒伪劣品牌饮料制售案告破。在此次行动中，警方共抓获犯罪嫌疑人13名...楠 摄 9月10日，浙江绍兴新昌警方宣布跨中国10余省市的特大假冒伪劣品牌饮料制售案告破。在此次行动中，警方共抓获犯罪嫌疑人13名...楠 摄 9月10日，浙江绍兴新昌警方宣布跨中国10余省市的特大假冒伪劣品牌饮料制售案告破。在此次行动中，警方共抓获犯罪嫌疑人13名...,2013-09-11 10:00,http://www.njdaily.cn/2013/0911/580653.shtml
团伙开设假网站售卖假保健品 每天花万元打广告,...甚至有害产品。其中，广州增城警方所打掉的金某文团伙，大量销售假冒伪劣产品，甚至在减肥药中非法添加西布曲明、酚酞等违禁药物，其...民警发现广州增城某商业大楼长期存放伪劣产品，警方在该窝点查扣了大量假冒伪劣产品和快递单据，并将该窝点的负责人夏某(男，31岁，湖南...此案还涉及云南、陕西、黑龙江、吉林等多地，且假冒伪劣产品销量巨大。每天万元广告费 假冒伪劣产品销量巨大今年6月底，在公安部经侦局的统一部署下...,2013-09-18 21:41,http://www.njdaily.cn/2013/0918/590456.shtml
30元成本卖3000元 “假车膜”何以“招摇过市”？,...元的白膜喷点添加剂就成太阳膜，卖3000元；市场上近半太阳膜是假冒伪劣产品，严重的可使人中毒……如今，太阳膜已成为许多购车者的必备品，然而...的黄石市黄石港区公安分局刑侦一大队副队长柯贤斌初步鉴定，此店涉嫌销售假冒伪劣太阳膜。记者先后走访了上海大众、奇瑞、荣威及长城等多家4S...长达三个月的侦查，在公安部的部署下，湖北公安部门找到涉嫌生产销售假冒伪劣太阳膜的汽配城牛膜王店老板林某，后对15名主要违法犯罪...,2013-12-15 12:09,http://www.njdaily.cn/2013/1215/695346.shtml
30元成本卖3000元 “假车膜”何以“招摇过市”,...元的白膜喷点添加剂就成太阳膜，卖3000元；市场上近半太阳膜是假冒伪劣产品，严重的可使人中毒……如今，太阳膜已成为许多购车者的必备品，然而...的黄石市黄石港区公安分局刑侦一大队副队长柯贤斌初步鉴定，此店涉嫌销售假冒伪劣太阳膜。记者先后走访了上海大众、奇瑞、荣威及长城等多家4S...长达三个月的侦查，在公安部的部署下，湖北公安部门找到涉嫌生产销售假冒伪劣太阳膜的汽配城牛膜王店老板林某，后对15名主要违法犯罪...,2013-12-16 10:56,http://www.njdaily.cn/2013/1216/696218.shtml
公安部2013年打假行动共查假9000万吨 值1729亿,...打假行动，全年一共破案55180起，涉案总价值达1729亿元，共抓获犯罪嫌疑人59222名，缴获各类假冒伪劣商品9000余万吨。伪劣商品缴获9000余万吨公安部经济犯罪侦查局政委高峰表示，2013年开展...，那数字将远远超过这1700多亿。”高峰介绍，2013年共抓获犯罪嫌疑人59222名，缴获各类假冒伪劣商品9000余万吨。造假呈现职业化和国际化高峰介绍，受国际国内的各种消极因素影响，目前...,2014-01-21 21:24,http://www.njdaily.cn/2014/0121/732669.shtml
公安部通报近期打击侵犯知识产权犯罪工作情况,...平等保护。2014年10起侵犯知识产权犯罪典型案例一、汪某等人制售假冒伪劣妇幼用品案3月21日，福建、四川、浙江、湖南公安机关联合破获汪某...，灌装制成各型号假冒名牌润滑油对外销售。三、叶某等人制售假冒伪劣电气开关案4月23日，浙江温州公安机关破获叶某等人制售假冒名牌...等地批发市场下线经销商对外销售。七、孙某、陆某等人制售假冒伪劣计生用品案6月16日至20日，河南、山东、新疆、福建、内蒙古...,2014-09-19 19:00,http://www.njdaily.cn/2014/0919/946423.shtml
假种子藏身国有种子站，老鼠给猫当伴娘？,...假冒伪劣人人喊打的局面，使其无立足之地，固然重要，但笔者认为假冒伪劣更是管出来的，完全靠职业道德约束根本不可能。马克思在《资本论》中早就指出...利润，资本就敢犯任何罪行，甚至冒绞首的危险。”既然公众对假冒伪劣痛恨至极，形成了人人喊打的局面，可谓形势喜人，然而让笔者想不明白...，是谁在“执法程序”上打太极，为假种子转移故意拖延时间？面对假冒伪劣，群众都在人人喊打了，有关部门为什么却恨不起来？都说真假不容...,2014-10-19 18:53,http://www.njdaily.cn/2014/1019/965848.shtml
苏宁航天携手普及电子发票  规范电商发展将有据可依,随着互联网零售的蓬勃发展，假冒伪劣已成过街老鼠，而维权无据却成为消费者的心头之疼，但这一难题正迎来破解之策。11月26日，...将为下一步的全国普及应用积累丰富的实践经验。高效维权有据可依  电子发票或成打击假冒伪劣杀手锏当前，由于网购平台和商户的良莠不齐、鱼龙混杂，致使...服务数据，约束了商户严格履行商品经营规范，通过对商品的全流程追溯机制，大幅提升假冒伪劣者的侵权成本，压缩他们的生存空间，最终起到让...,2014-11-26 16:38,http://www.njdaily.cn/2014/1126/995096.shtml
青岛抽检35款建材商品近三成不合格,...相关标准规定，约占样品总数的25.7%，其中5个样品疑似为涉嫌假冒伪劣产品。4个溶剂型木器涂料样品为假冒本次比较试验溶剂型木器涂料类...)含量和苯、甲苯、乙苯、二甲苯总和。测试发现，一个样品为假冒伪劣产品。市北区长沙路建材市场6-18号“云芹慧辅料工具批发部”店铺出售的标...均无效，据其无法送达检验报告。经当地工商部门协助，确定为假冒伪劣产品，并进行查处，不再作为比较试验商品。其余样品内墙乳胶漆中...,2015-02-04 15:33,http://house.njdaily.cn/2015/0204/1046892.shtml
江苏近期查获2万余吨假盐可供500万人吃一年,...、网络和团伙。同时，对城乡综合市场、农村集贸市场、农副产品批发市场以及假冒伪劣食盐案件的多发地区、食盐销量下降地区加强突击巡查，并对食盐安全...。 据悉，近年来，由于假盐制售门槛低、成本低、利润高，制售假冒伪劣食盐刑事案件呈现上升趋势，犯罪分子往往使用工业盐冒充“加碘盐”、“深井碘盐”等...通过分装、加工、包装或加贴假防伪码等，昧着良心制售假冒伪劣食盐，以工业盐甚至含有有毒有害物质的化工副产盐冒充食盐，...,2015-08-11 20:42,http://www.njdaily.cn/2015/0811/1188597.shtml
别让“阿里打假特战队”孤军奋战,...既展现了对消费者负责的态度，同时何尝不是一种自我救赎。面对假冒伪劣，电商平台和消费者其实是“利益共同体”，他们共同的“敌人”就是假货，以及...电商平台毕竟是企业，没有执法权，“打假特战队”更多的职责是发现假冒伪劣，超出平台权限之外的治理只能向有关部门举报。因此，“打假特战队...消费者的纵容给了假货以生存空间，个中教训不可谓不深刻。坚决向假冒伪劣说“不”，看到假货要举报，买到假货要维权，这种来自千万消费者的...,2015-12-31 06:59,http://www.njdaily.cn/2015/1231/1294196.shtml
山寨网店逼家居业打假 品牌商喊话马云,...声誉两方面的侵害，不得不选择集体抗争。记者调查：淘宝充斥家居品牌山寨店假冒伪劣产品存在，并非淘宝的专利。作为著名的在线销售平台，淘宝充斥着...产品，根本与雅兰无关。雅兰家居用品有限公司董事总经理吴为表示，网上的假冒伪劣产品有纯假冒、山寨、真中掺假三种，而他们碰到最多的就是...，犯罪嫌疑人购买了一批雅兰的正品产品，在网上销售时掺入了一部分假冒伪劣产品，而这些冒牌货都被贴上了假的雅兰产品条码及印章，一般...,2016-01-08 10:54,http://house.njdaily.cn/2016/0108/1299866.shtml
线上打假遭遇多重困境 消费者维权难度大,...，不放心。”电子商务是我国经济最具活力和潜力的领域之一，但假冒伪劣商品盛行已经成为电商发展的最大“瓶颈”。《经济参考报》记者...成为全球最大的网上零售市场，电子商务非常具有潜力，但也是假冒伪劣重灾区。”商务部新闻发言人沈丹阳说。据全国人大常委会执法检查组去年11月...让假货无利可图，增大假货违法成本。有关人士在接受记者采访时表示，假冒伪劣商品的生产和销售充分利用了互联网的特点，监管部门的手段也必须跟...,2016-01-22 09:59,http://www.njdaily.cn/2016/0122/1310499.shtml
线上打假遇多重困境专家：应建“黑名单”数据库,...，不放心。”电子商务是我国经济最具活力和潜力的领域之一，但假冒伪劣商品盛行已经成为电商发展的最大“瓶颈”。《经济参考报》记者...成为全球最大的网上零售市场，电子商务非常具有潜力，但也是假冒伪劣重灾区。”商务部新闻发言人沈丹阳说。据全国人大常委会执法检查组去年11月...让假货无利可图，增大假货违法成本。有关人士在接受记者采访时表示，假冒伪劣商品的生产和销售充分利用了互联网的特点，监管部门的手段也必须跟...,2016-01-22 15:51,http://www.njdaily.cn/2016/0122/1310906.shtml
电商发展需袪除假货“毒瘤”,...经济中最为引人注目的一抹亮色。然而，伴随着电商规模的不断壮大，假冒伪劣产品也逐渐成为阻碍电商健康发展的一大顽疾。根据全国人大常委会执法...组织受理的2万多件远程购物投诉中，网络购物占比达到92.3%。假冒伪劣产品之所以在电商中屡禁不止，与网络交易平台主体准入把关不严、...这就造成了网购消费者无法直接接触物品来判断商品的真伪，给假冒伪劣产品泛滥网络以可乘之机；而目前由消费者主动评级的制度也导致“水军”横行...,2016-02-25 08:13,http://www.njdaily.cn/2016/0225/1332334.shtml
利用快递贩卖假烟价值超800万元 晋江快递老板获刑12年,...经营快递出货口的便利，将福建省漳州市云霄县一陈姓老板运至晋江的假冒伪劣卷烟通过快递发往全国各地。目前晋江法院以生产、销售伪劣产品罪分别判处...在池店镇某仓库查扣曾某此前在发送时被工作人员发现的4310条假冒伪劣卷烟。曾某经民警口头传唤后，向晋江市公安局投案。据介绍，同年3月...假冒注册商标且伪劣卷烟。法院认为，陈某、曾某、吴某明知是假冒伪劣卷烟而予以运输，销售金额分别高达600多万、200多万、40多...,2016-03-01 20:50,http://www.njdaily.cn/2016/0301/1336575.shtml
